Plant Code,Plant Name,Utility Name,Age of Oldest Unit at Plant in Years,Prime Mover for Generator 1,Energy Source 1 for Generator 1,Nameplate capacity in MW,2018 Net Generation in MWh,2018 Electric Fuel Consumption in MMBtu,Implied 2018 Electrical Efficiency,Latitude,Longitude,State,Zip,County,NERC Region,Balancing Authority Code
56342,Maiden Community Center,North Carolina Mun Power Agny #1,13,IC,DFO,1.8,41,731,19%,35.5772,-81.2081,NC,28650,Catawba,SERC,DUK
56343,Monroe Middle School,North Carolina Mun Power Agny #1,13,IC,DFO,1.8,41,749,19%,34.973274,-80.540038,NC,28112,Union,SERC,DUK
56344,Morganton Station 5,North Carolina Mun Power Agny #1,13,IC,DFO,1.8,-31,43,-246%,35.729,-81.748075,NC,28655,Burke,SERC,DUK
56345,Pineville Delivery 2,North Carolina Mun Power Agny #1,13,IC,DFO,1.8,-43,55,-267%,35.0767,-80.8816,NC,28134,Mecklenburg,SERC,DUK
56346,Bear Valley Power Plant,Golden State Water Company,14,IC,NG,8.4,56,7814,2%,34.2506,-116.9025,CA,92315,San Bernardino,WECC,CISO
56347,Cedar Ridge,Wisconsin Power & Light Co,11,WT,WND,67.7,163498,1489792,37%,43.692647,-88.329742,WI,53019,Fond Du Lac,MRO,MISO
56348,Laverne Diesel Generating Plant,Town of Laverne - (OK),13,IC,DFO,4,29,316,31%,36.7106,-99.8906,OK,73848,Harper,SPP,SWPP
56349,Quail Run Energy Center,CER Quail Run Energy Partners LP,12,CT,NG,550.4,1512197,13041555,40%,31.8414,-102.315,TX,79766,Ector,TRE,ERCO
56350,Colorado Bend Energy Center,CER Colorado Bend Energy Partners LP,17,CT,NG,580.1,1759466,14749087,41%,29.2878,-96.0683,TX,77488,Wharton,TRE,ERCO
56351,Spearville,Kansas City Power & Light Co,13,WT,WND,148.5,377126,3436373,37%,37.8641,-99.7528,KS,67876,Ford,MRO,SWPP
56352,Tampa Electric Co NA 2,Tampa Electric Co,#N/A,#N/A,#N/A,0,0,0,0%,27.9072,-82.4231,FL,33602,Hillsborough,FRCC,TEC
56353,Tampa Electric Co NA 3,Tampa Electric Co,#N/A,#N/A,#N/A,0,0,0,0%,27.796255,-82.399486,FL,33572,Hillsborough,FRCC,
56355,Whispering Willow Wind Farm - East,Interstate Power and Light Co,10,WT,WND,199.7,582943,5311776,37%,42.630513,-93.206389,IA,50126,Franklin,MRO,MISO
56356,Clearwater Power Plant,City of Riverside - (CA),14,CT,NG,49,14932,110755,46%,33.8912,-117.6085,CA,92880,Riverside,WECC,CISO
56357,FPL Energy Burleigh County Wind,FPL Energy Burleigh County Wind LLC,13,WT,WND,49.5,137842,1256017,37%,47.1167,-100.7333,ND,58579,Burleigh,MRO,MISO
56358,Western Renewable Energy,Western Renewable Energy LLC,15,ST,WDS,3,0,0,0%,34.093006,-109.289979,AZ,85925,Apache,WECC,AZPS
56359,Klondike Windpower II,Avangrid Renewables LLC,14,WT,WND,75,191762,1747334,37%,45.571,-120.593,OR,97065,Sherman,WECC,AVRN
56360,Leaning Juniper,PacifiCorp,13,WT,WND,100.5,201665,1837571,37%,45.652457,-120.209783,OR,97812,Gilliam,WECC,PACW
56361,Big Horn Wind Project,Avangrid Renewables LLC,13,WT,WND,199,510765,4654090,37%,45.8877,-120.2896,WA,99322,Klickitat,WECC,AVRN
56362,Shiloh I Wind Project,Avangrid Renewables LLC,13,WT,WND,150,387675,3532495,37%,38.12,-121.85,CA,94571,Solano,WECC,CISO
56363,Danville New Design Plant,City of Danville - (VA),14,IC,DFO,1.8,0,0,0%,36.6308,-79.3894,VA,24541,Danville City,RFC,PJM
56364,Danville Kentuck Road Plant,City of Danville - (VA),14,IC,DFO,1.8,0,0,0%,36.6533,-79.2906,VA,24586,Pittsylvania,RFC,PJM
56365,Danville Westover Plant,City of Danville - (VA),14,IC,DFO,1.8,126,11,3908%,36.6114,-79.4631,VA,24541,Danville City,RFC,PJM
56366,Lake Area Landfill Gas Recovery,Dairyland Power Coop,#N/A,#N/A,#N/A,0,0,0,0%,45.838333,-91.691944,WI,54870,Washburn,MRO,MISO
56367,Electric Avenue Facility,Town of Culpeper- (VA),15,IC,DFO,6.9,120,1102,37%,38.28,-77.59,VA,22701,Culpeper,SERC,PJM
56368,Water Treatment Plant Generators,City of Manassas - (VA),12,IC,DFO,1.8,4,53,26%,38.760695,-77.62089,VA,20155,Prince William,SERC,PJM
56369,Casselman Wind Power Project,Avangrid Renewables LLC,12,WT,WND,34.5,97027,884109,37%,39.85,-79.138,PA,15542,Somerset,RFC,PJM
56370,Ecogen Wind,Pattern Operators LP,#N/A,#N/A,#N/A,0,0,0,0%,42.586944,-77.3125,NY,14418,Steuben,NPCC,NYIS
56371,Cedar Creek Wind,"Leeward Asset Management, LLC",12,WT,WND,300.5,813126,7409203,37%,40.8944,-104.0206,CO,80729,Weld,WECC,PSCO
56372,Sweetwater Wind 5,"Leeward Asset Management, LLC",12,WT,WND,80.5,215556,1964146,37%,32.236944,-100.4833,TX,79545,Nolan,TRE,ERCO
56373,Domain Integrated Energy System,Austin Energy,#N/A,#N/A,#N/A,0,0,0,0%,30.397419,-97.724992,TX,78758,Travis,TRE,ERCO
56374,Robert Mueller Energy Center,Austin Energy,13,GT,NG,6.1,0,0,0%,30.304994,-97.707675,TX,78723,Travis,TRE,ERCO
56376,Pike County Wind Power,Illinois Rural Electric Coop,14,WT,WND,1.7,3087,28128,37%,39.6189,-90.8461,IL,62363,Pike,SERC,MISO
56377,Judith Gap Wind Energy Center,Invenergy Services LLC,14,WT,WND,135,429673,3915180,37%,46.5725,-109.7531,MT,59520,Wheatland,WECC,NWMT
56378,Pakini Nui Wind Farm,Apollo Energy Corp,12,WT,WND,21,112378,1023988,37%,18.9742,-155.6914,HI,96772,Hawaii,HICC,
56379,Victory Wind Farm,MidAmerican Energy Co,13,WT,WND,99,364441,3320787,37%,42.1169,-95.1292,IA,51401,Carroll,MRO,MISO
56380,Centennial Wind Farm,Oklahoma Gas & Electric Co,13,WT,WND,120,281431,2564400,37%,36.637733,-99.601869,OK,73848,Harper,MRO,SWPP
56383,Northern Iowa Windpower II,Avangrid Renewables LLC,11,WT,WND,80,174300,1588222,37%,43.3608,-93.2978,IA,50448,Worth,MRO,MISO
56386,Top of Iowa Windfarm III,Madison Gas & Electric Co,11,WT,WND,29.7,72227,658132,37%,43.3597,-93.3208,IA,50448,Worth,MRO,MISO
56391,Blue Sky Green Field Wind Project,Wisconsin Electric Power Co,11,WT,WND,145.2,301738,2749436,37%,43.8794,-88.2708,WI,54935,Fond Du Lac,RFC,MISO
56392,FPL Energy Oliver Wind I LLC,FPL Energy Oliver County Wind,13,WT,WND,50.6,146839,1337997,37%,47.152847,-101.197716,ND,58530,Oliver,MRO,MISO
56394,Forest Creek Wind Farm LLC,E ON Climate Renewables N America LLC,13,WT,WND,124.2,367110,3345106,37%,32.039,-101.22,TX,79720,Glasscock,TRE,ERCO
56395,Mesquite Wind Power LLC,Mesquite Wind LLC,12,WT,WND,200,492902,4491323,37%,32.6256,-99.4928,TX,79601,Shackelford,TRE,ERCO
56397,Hunlock Unit 4,"Hunlock Energy, LLC",19,GT,NG,44,6127,74313,28%,41.2025,-76.068333,PA,18621,Luzerne,RFC,PJM
56398,Jordanville Wind Farm,Avangrid Renewables LLC,#N/A,#N/A,#N/A,0,0,0,0%,43.5,-75,NY,13407,Herkimer,NPCC,NYIS
56399,Lempster Wind LLC,Avangrid Renewables LLC,11,WT,WND,24,61638,561646,37%,43.233,-72.1455,NH,3605,Sullivan,NPCC,ISNE
56400,Treasure Coast Energy Center,Fort Pierce Utilities Authority,11,CT,NG,411.4,1847869,13242490,48%,27.383889,-80.3775,FL,34981,St Lucie,FRCC,FMPP
56404,Noble Hill Landfill,City Utilities of Springfield - (MO),13,IC,LFG,3.2,11250,123822,31%,37.3811,-93.3514,MO,65781,Greene,MRO,SWPP
56405,Nevada Solar One,Acciona Solar Power,12,ST,SUN,75.7,112951,1043387,37%,35.799798,-114.98173,NV,89005,Clark,WECC,NEVP
56406,Sierra Pacific Burlington Facility,Sierra Pacific Industries Inc,12,ST,WDS,28,0,0,0%,48.4481,-122.4331,WA,98273,Skagit,WECC,PSEI
56407,West County Energy Center,Florida Power & Light Co,10,CT,NG,4263,19840915,140833010,48%,26.6986,-80.3747,FL,33470,Palm Beach,FRCC,FPL
56408,Agriwind,"AgriWind Project, LLC",12,WT,WND,8.4,20756,189129,37%,41.3017,-89.6236,IL,61368,BUREAU,RFC,MISO
56409,Stahl Wind Energy,Stahl Wind Energy LLC,15,WT,WND,1.7,4242,38652,37%,44.0256,-96.4303,MN,56164,Pipestone,MRO,MISO
56410,Carstensen Wind,Carstensen Wind LLC,15,WT,WND,1.7,4530,41276,37%,44.0247,-96.4369,MN,56164,Pipestone,MRO,MISO
56411,Northern Lights Wind LLC,Northern Lights Wind LLC,15,WT,WND,1.7,4647,42343,37%,44.015,-96.4367,MN,56164,Pipestone,MRO,MISO
56412,Lucky Wind,Lucky Wind LLC,15,WT,WND,1.7,4708,42899,37%,44.0211,-96.4406,MN,56164,Pipestone,MRO,MISO
56413,Greenback Energy,Greenback Energy LLC,15,WT,WND,1.7,4109,37441,37%,44.0208,-96.4331,MN,56164,Pipestone,MRO,MISO
56414,Redwood Falls Wind,Southern Minnesota Mun P Agny,15,WT,WND,3.4,9016,82154,37%,44.502778,-95.175,MN,56383,Redwood,MRO,MISO
56415,Fairmont Wind,Southern Minnesota Mun P Agny,16,WT,WND,5.4,13915,126794,37%,43.575,-94.446667,MN,56031,Martin,MRO,MISO
56416,Michigan Wind 1,"Michigan Wind 1, LLC",11,WT,WND,69,158384,1443194,37%,43.7092,-82.9633,MI,48475,Huron,RFC,MISO
56417,Westchester Gas Recovery,31st Street Energy LLC,15,IC,LFG,3.6,0,46792,0%,41.834878,-87.916319,IL,60154,Cook,RFC,PJM
56418,Des Plaines Gas Recovery,Sexton Energy LLC,15,IC,LFG,3.6,0,0,0%,42.067125,-87.886172,IL,60016,Cook,RFC,PJM
56419,Beecher Gas Recovery,Will County Energy LLC,13,IC,LFG,3.3,14403,151360,32%,41.38109,-87.637542,IL,60401,Will,RFC,PJM
56420,Renick Run Pumping Station 03-04,City of Columbus - (OH),13,IC,DFO,2.8,1,18,19%,39.9294,-83.012,OH,43223,Franklin,RFC,PJM
56421,PS ST-8 Engine No 1,City of Columbus - (OH),11,IC,DFO,2,6,54,37%,39.961419,-83.049072,OH,43223,Franklin,RFC,PJM
56422,ST-1/1A Engine No 1,City of Columbus - (OH),11,IC,DFO,1.3,2,24,28%,39.95,-83.015833,OH,43215,Franklin,RFC,PJM
56423,Dodge Park Engine No 1,City of Columbus - (OH),11,IC,DFO,2,4,36,37%,39.952367,-83.014425,OH,43215,Franklin,RFC,PJM
56424,Mower County Wind Energy Center,FPL Energy Mower County LLC,13,WT,WND,98.9,262109,2388338,37%,43.61407,-92.59882,MN,55936,Mower,MRO,MISO
56426,Ameresco Chicopee Energy,AMERESCO Chicopee Energy LLC,9,IC,LFG,7.8,48575,498105,33%,42.162647,-72.536701,MA,1020,Hampden,NPCC,ISNE
56427,Ameresco Janesville,AMERESCO Janesville LLC,15,IC,LFG,3,12713,175206,25%,42.7083,-89.0208,WI,53545,Rock,MRO,MISO
56428,Ameresco Santa Cruz Energy,AMERESCO Santa Cruz Energy LLC,13,IC,LFG,3,18925,224978,29%,36.9178,-121.8156,CA,95076,Santa Cruz,WECC,CISO
56429,Ameresco Delaware South,AMERESCO Delaware South,13,IC,LFG,5,22616,250808,31%,38.5992,-75.4342,DE,19947,Sussex,RFC,PJM
56430,Ameresco Delaware Central,AMERESCO Delaware Central,13,IC,LFG,5,23986,264994,31%,39.0339,-75.7233,DE,19943,Kent,RFC,PJM
56432,Wildorado Wind LLC,NRG Energy Gas & Wind Holdings Inc,12,WT,WND,161,656244,5979697,37%,35.291944,-102.303056,TX,79092,Oldham,MRO,SWPP
56433,Pine Tree Wind Power Project,Los Angeles Department of Water & Power,10,WT,WND,135,285293,2599592,37%,35.248006,-118.175356,CA,93519,Kern,WECC,LDWP
56434,Burley Butte Windpark,Idaho Wind Partners 1 LLC,8,WT,WND,21.3,61297,558536,37%,42.490341,-113.926605,ID,83318,Cassia,WECC,IPCO
56435,Golden Valley Wind Park LLC,Idaho Wind Partners 1 LLC,8,WT,WND,12,32707,298026,37%,42.436804,-113.925536,ID,83318,Cassia,WECC,IPCO
56437,Milner Dam Wind Park LLC,Idaho Wind Partners 1 LLC,8,WT,WND,19.5,56611,515840,37%,42.460629,-114.017297,ID,83318,Cassia,WECC,IPCO
56439,Oregon Trail Wind Park,Idaho Wind Partners 1 LLC,8,WT,WND,13.5,37867,345044,37%,42.840556,-114.989722,ID,83332,Twin Falls,WECC,IPCO
56440,Pilgrim Stage Wind Park,Idaho Wind Partners 1 LLC,8,WT,WND,10.5,33492,305180,37%,42.7975,-114.998611,ID,83332,Twin Falls,WECC,IPCO
56441,Salmon Falls Wind Park,Idaho Wind Partners 1 LLC,8,WT,WND,21,65012,592390,37%,42.681944,-114.989167,ID,83332,Twin Falls,WECC,IPCO
56442,Thousand Springs Wind Park,Idaho Wind Partners 1 LLC,8,WT,WND,12,32515,296276,37%,42.870278,-114.967778,ID,83332,Twin Falls,WECC,IPCO
56443,Tuana Gulch Wind Park,Idaho Wind Partners 1 LLC,8,WT,WND,10.5,29883,272295,37%,42.836854,-114.969342,ID,83332,Twin Falls,WECC,IPCO
56445,Spindle Hill Energy Center,Invenergy Services LLC,12,GT,NG,420,331463,3734428,30%,40.092192,-104.887844,CO,80530,Weld,WECC,PSCO
56446,Buena Vista Energy LLC,"Leeward Asset Management, LLC",13,WT,WND,38,98294,895654,37%,37.805,-121.6672,CA,94514,Contra Costa,WECC,CISO
56447,Hawi Wind Farm,"EDF Renewable Asset Holdings, Inc.",13,WT,WND,10.6,34210,311723,37%,20.257252,-155.850382,HI,96719,Hawaii,HICC,
56448,Mars Hill Wind Farm Project,"First Wind O&M, LLC",12,WT,WND,42,140753,1282541,37%,46.54422,-67.8111,ME,4758,Aroostook,NPCC,NBSO
56449,Kaheawa Pastures Wind Farm,"First Wind O&M, LLC",13,WT,WND,30,101594,925724,37%,20.81421,-156.551,HI,96753,Maui,HICC,
56450,GSG LLC,"Leeward Asset Management, LLC",12,WT,WND,80,195181,1778490,37%,41.643611,-89.173056,IL,61378,Lee,RFC,PJM
56451,Allegheny Ridge Wind Farm,"Leeward Asset Management, LLC",12,WT,WND,80,215962,1967845,37%,40.383889,-78.579444,PA,15946,Cambria,RFC,PJM
56453,Robinson Power Company LLC,Robinson Power Company LLC,#N/A,#N/A,#N/A,0,0,0,0%,40.409167,-80.298056,PA,15019,Washington,RFC,PJM
56456,Plum Point Energy Station,NRG Energy Services - Plum Point,9,ST,SUB,720,5202634,49311305,36%,35.6644,-89.9489,AR,72370,Mississippi,SERC,MISO
56457,Post Wind Farm LP,FPL Energy Red Canyon LLC,13,WT,WND,84,334664,3049459,37%,32.92544,-101.219397,TX,79517,Borden,TRE,ERCO
56458,Hobbs Generating Station,Lea Power Partners LLC,11,GT,NG,665.6,4103439,30682199,46%,32.728333,-103.309444,NM,88242,Lea,MRO,SWPP
56459,MinnDakota Wind LLC,Avangrid Renewables LLC,11,WT,WND,150,493088,4493018,37%,44.2667,-96.3444,MN,57026,Lincoln,MRO,MISO
56460,Twin Buttes Wind Project,Avangrid Renewables LLC,12,WT,WND,75,257254,2344098,37%,37.6735,-102.8622,CO,81052,Bent,WECC,PSCO
56461,Dry Creek LFG to Energy Project,Oregon Environmental Industries LLC,12,IC,LFG,3.2,16864,200411,29%,42.3844,-122.7718,OR,97524,Jackson,WECC,PACW
56462,Geneva Generation Facility,City of Geneva- (IL),14,IC,NG,29.5,5736,49841,39%,41.8911,-88.2711,IL,60134,Kane,RFC,PJM
56463,Oak Ridge LFGTE,"Wabash Valley Power Assn, Inc",16,IC,LFG,3.2,20513,253846,28%,40.721322,-86.342144,IN,46947,Cass,RFC,MISO
56464,Jay County LFGTE,"Wabash Valley Power Assn, Inc",14,IC,LFG,3.2,19282,238617,28%,40.379703,-85.088192,IN,47371,Jay,RFC,MISO
56465,Liberty I & II LFGTE,"Wabash Valley Power Assn, Inc",14,IC,LFG,12.8,102478,1164266,30%,40.885556,-86.704444,IN,47960,White,RFC,MISO
56466,Marengo Wind Plant,PacifiCorp,12,WT,WND,210.6,500862,4563855,37%,46.3747,-117.7772,WA,99328,Columbia,WECC,PACW
56467,Russell City Energy Center,Russell City Energy Company LLC,6,CT,NG,655,1010425,7578352,45%,37.63466,-122.13381,CA,94545,Alameda,WECC,CISO
56468,Klondike Windpower III,Avangrid Renewables LLC,12,WT,WND,297.5,724004,6597124,37%,45.5836,-120.5042,OR,97065,Sherman,WECC,AVRN
56469,Roseburg Forest Products Biomass,Roseburg Forest Products,9,ST,WDS,13.4,0,0,0%,41.435556,-122.376944,CA,96094,Siskiyou,WECC,PACW
56470,Locust Ridge,Avangrid Renewables LLC,12,WT,WND,26,73266,667599,37%,40.855,-76.1292,PA,17948,Schuylkill,RFC,PJM
56471,McGrath Peaker,Southern California Edison Co,7,GT,NG,49.8,23962,242811,34%,34.205556,-119.246944,CA,93035,Ventura,WECC,CISO
56472,Grapeland Peaker,Southern California Edison Co,12,GT,NG,59.8,9892,129335,26%,34.0903,-117.5343,CA,91730,San Bernardino,WECC,CISO
56473,Mira Loma Peaker,Southern California Edison Co,12,GT,NG,49.8,24008,243113,34%,34.0053,-117.5604,CA,91761,San Bernardino,WECC,CISO
56474,Barre Peaker,Southern California Edison Co,12,GT,NG,49.8,33130,338876,33%,33.8073,-117.9832,CA,90680,Orange,WECC,CISO
56475,Center Peaker,Southern California Edison Co,12,GT,NG,59.8,14862,180807,28%,33.9296,-118.1046,CA,90650,Los Angeles,WECC,CISO
56476,Gateway Generating Station,Pacific Gas & Electric Co.,10,CT,NG,619.7,2929751,21178639,47%,38.0175,-121.7587,CA,94509,Contra Costa,WECC,CISO
56478,MJMEUC Generating Station #1,Missouri Jnt Muni.Pwr Elec. Ut. Comm.,12,GT,NG,13.3,112522,477757,80%,39.251076,-91.640071,MO,63352,Audrain,SERC,MISO
56479,Sand Bluff Wind Farm,E ON Climate Renewables N America LLC,12,WT,WND,90,204621,1864506,37%,31.991442,-101.302637,TX,79720,Glasscock,TRE,ERCO
56480,Marshfield Utilities Gas Plant,City of Marshfield - (WI),8,GT,NG,60.4,1525,17511,30%,44.634722,-90.134444,WI,54449,Wood,MRO,MISO
56481,SunE Alamosa,SunE Alamosa1 LLC,12,PV,SUN,8.2,15939,145235,37%,37.690304,-105.880501,CO,81136,Alamosa,WECC,PSCO
56482,Black Mountain Generating Station,"UNS Electric, Inc",11,GT,NG,121,79795,808986,34%,35.0361,-114.1594,AZ,86413,Mohave,WECC,TEPC
56483,Post Oak Wind LLC,Mesquite Wind LLC,11,WT,WND,200,523856,4773377,37%,32.5144,-99.6564,TX,79601,Shackelford,TRE,ERCO
56484,Buffalo Gap 2 Wind Farm,AES Wind Generation Inc,12,WT,WND,232.5,623620,5682428,37%,32.318221,-100.176986,TX,79536,Nolan,TRE,ERCO
56485,Biglow Canyon Wind Farm,Portland General Electric Co,12,WT,WND,449.7,1041840,9493246,37%,45.653745,-120.603414,OR,97065,Sherman,WECC,PGE
56487,White Creek Wind Farm,White Creek Wind 1 LLC,12,WT,WND,204,544026,4957165,37%,45.815467,-120.341883,WA,99356,Klickitat,WECC,BPAT
56488,Smoky Hills Wind Project Phase I,Smoky Hills Wind Farm I LLC,11,WT,WND,100.8,328083,2989491,37%,38.879936,-98.160159,KS,67455,Lincoln,SPP,SWPP
56489,Elkins Generating Center,Arkansas Electric Coop Corp,9,GT,NG,66,5359,63367,29%,35.9714,-94.0014,AR,72727,Washington,SERC,SWPP
56491,Dean Drive Area Electric Generators,City of Manassas - (VA),12,IC,DFO,3.2,49,511,33%,38.7486,-77.4908,VA,20110,Manassas City,SERC,PJM
56493,Buffalo Mountain Energy Center,Invenergy Services LLC,15,WT,WND,27,41009,373673,37%,36.127092,-84.344168,TN,37840,Anderson,SERC,TVA
56494,Prairie Star Wind Farm,High Prairie Wind Farm II LLC,12,WT,WND,100.6,298524,2720150,37%,43.6861,-92.6272,MN,55936,Mower,MRO,MISO
56495,NedPower Mount Storm,Shell Wind Energy Inc.,11,WT,WND,264,611330,5570440,37%,39.2175,-79.2094,WV,26739,Grant,RFC,PJM
56496,Phillips 66 Billings Refinery,Phillips 66 Billings Refinery,12,ST,OG,1.6,0,0,0%,45.7769,-108.4911,MT,59101,Yellowstone,WECC,NWMT
56497,Goodman Energy Center,Midwest Energy Inc,11,IC,NG,103.5,168630,1628697,35%,38.9303,-99.3617,KS,67601,Ellis,MRO,SWPP
56498,Mora Drop Hydroelectric Project,Boise-Kuna Irrigation District,13,HY,WAT,1.7,4360,39728,37%,43.460012,-116.47254,ID,83634,Ada,WECC,IPCO
56499,Tiber Dam Hydroelectric Plant,Tiber Montana LLC,15,HY,WAT,7.5,53530,487765,37%,48.318,-111.1018,MT,59522,Liberty,WECC,WAUW
56500,Western 102 Power Plant,Barrick Goldstrike Mines Inc,14,IC,NG,118.6,332233,2949737,38%,39.5603,-119.5108,NV,89434,Storey,WECC,NEVP
56501,Pomeroy Wind Farm,MidAmerican Energy Co,12,WT,WND,286.4,711268,6481074,37%,42.5842,-94.7467,IA,50540,Pocahontas,MRO,MISO
56502,Emporia Energy Center,Westar Energy Inc,11,GT,NG,730.2,528074,5805942,31%,38.445883,-96.065247,KS,66801,Lyon,MRO,SWPP
56503,Riley Generating Station,City of Zeeland - (MI),13,IC,NG,10,1367,16554,28%,42.8333,-86.0053,MI,49464,Ottawa,RFC,MISO
56504,Municipal Power Plant,City of Zeeland - (MI),17,IC,NG,2,135,1627,28%,42.8129,-86.0335,MI,49464,Ottawa,RFC,MISO
56505,Jonesboro City Water & Light Plant,City Water and Light Plant,20,GT,NG,224.3,49980,602062,28%,35.848561,-90.725377,AR,72403,Craighead,SERC,MISO
56506,Scurry County Wind LP,Invenergy Services LLC,12,WT,WND,130.5,307512,2802049,37%,32.7204,-100.9952,TX,79549,Scurry,TRE,ERCO
56509,Tesoro SLC Cogeneration Plant,Tesoro Refng Marketing Co Mntn Region,15,GT,NG,25,182165,2043307,30%,40.7931,-111.9038,UT,84103,Salt Lake,WECC,PACE
56510,Frey Farm Landfill,EPP Renewable Energy,13,IC,LFG,1.6,12654,137749,31%,39.9589,-76.4442,PA,17516,Lancaster,RFC,PJM
56511,Pennsauken Landfill,EPP Renewable Energy,15,IC,LFG,1.8,5404,62456,30%,39.9894,-75.04,NJ,8110,Camden,RFC,PJM
56512,GLRA Landfill,EPP Renewable Energy,12,IC,LFG,3.2,15234,172010,30%,40.3664,-76.4931,PA,17046,Lebanon,RFC,PJM
56513,Whitemarsh Central Utility Plant,EPP Renewable Energy,12,IC,NG,1.6,248,2783,30%,40.0975,-75.2428,PA,19444,Montgomery,RFC,PJM
56514,Kalaeoloa Pole Yard DG,Hawaiian Electric Co Inc,#N/A,#N/A,#N/A,0,0,0,0%,21.3014,-158.0958,HI,96707,Honolulu,HICC,
56515,CEIP Substation Distributed Generation,Hawaiian Electric Co Inc,#N/A,#N/A,#N/A,0,0,0,0%,21.3278,-158.0964,HI,96707,Honolulu,HICC,
56516,Plains End II LLC,Plains End Operating Services LLC,11,IC,NG,117.6,10611,95741,38%,39.8586,-105.2256,CO,80007,Jefferson,WECC,PSCO
56517,West Diesel Generation Unit,City of Pocahontas - (IA),13,IC,DFO,4,1,18,19%,42.730291,-94.664394,IA,50574,Pocahontas,MRO,MISO
56518,South Energy Center,Gainesville Regional Utilities,10,GT,NG,11.5,52526,276326,65%,29.6383,-82.34,FL,32608,Alachua,FRCC,GVL
56519,Salem Electric Department,City of Salem - (VA),12,IC,DFO,1.3,77,786,33%,37.2894,-80.07,VA,24153,Salem City,RFC,PJM
56520,Deertrack Park Gas Recovery,WM Renewable Energy LLC,13,IC,LFG,6.4,37267,458754,28%,43.089999,-88.739677,WI,53094,Jefferson,RFC,MISO
56521,Lake Mills Gas Recovery,WM Renewable Energy LLC,13,IC,LFG,4.8,20715,245369,29%,43.3864,-93.5589,IA,50450,Winnebago,MRO,MISO
56522,Springhill Gas Recovery Plant,WM Renewable Energy LLC,13,IC,LFG,4.8,35291,422033,29%,30.928333,-85.426111,FL,32426,Jackson,FRCC,AEC
56523,Two Pine Landfill Gas Recovery,WM Renewable Energy LLC,13,IC,LFG,4.8,15892,190454,28%,34.8332,-92.157103,AR,72117,Pulaski,SERC,MISO
56524,Austin Gas Recovery,WM Renewable Energy LLC,12,IC,LFG,6.4,39986,479909,28%,30.3344,-97.6217,TX,78754,Travis,TRE,ERCO
56525,Timberline Trail Gas Recovery,WM Renewable Energy LLC,13,IC,LFG,4,21448,270338,27%,45.4533,-91.3583,WI,54895,Rusk,MRO,MISO
56526,Chaffee Gas Recovery,WM Renewable Energy LLC,12,IC,LFG,6.4,50673,625282,28%,42.5831,-78.4864,NY,14030,Erie,NPCC,NYIS
56527,Fitchburg Gas Recovery,WM Renewable Energy LLC,12,IC,LFG,4.8,37757,427066,30%,42.535393,-71.848058,MA,1473,Worcester,NPCC,ISNE
56528,Skyline Gas Recovery,WM Renewable Energy LLC,12,IC,LFG,6.4,44507,480325,32%,32.5397,-96.6653,TX,75125,Dallas,TRE,ERCO
56529,Five Oaks Gas Recovery,WM Renewable Energy LLC,11,IC,LFG,3.2,23928,292581,28%,39.5678,-89.3683,IL,62568,Christian,SERC,MISO
56530,DADS Gas Recovery,WM Renewable Energy LLC,11,IC,LFG,3.2,22395,267928,29%,39.6522,-104.7161,CO,80018,Arapahoe,WECC,PSCO
56531,Waste Management Bethel LFGTE,WM Renewable Energy LLC,11,IC,LFG,4.8,37515,448034,29%,37.076352,-76.444373,VA,23666,Hampton City,SERC,PJM
56532,Colusa Generating Station,Pacific Gas & Electric Co.,9,CT,NG,712.4,2986301,21621556,47%,39.3661,-122.27,CA,95955,Colusa,WECC,CISO
56536,Cow Branch,"Cow Branch Wind Power, LLC",11,WT,WND,50.4,103828,946080,37%,40.4535,-95.4683,MO,64491,Atchison,SERC,AECI
56537,Conception,"CR Clearing, LLC",11,WT,WND,50.4,106037,966210,37%,40.2572,-94.6722,MO,64499,Nodaway,SERC,AECI
56538,Loess Hills,Loess Hills Wind Farm LLC,11,WT,WND,5,8563,78025,37%,40.4144,-95.54,MO,64482,Atchison,SERC,AECI
56539,Clark-Floyd Landfill Gas Generating,"Hoosier Energy R E C, Inc",#N/A,#N/A,#N/A,0,5529,56924,33%,38.4564,-85.8375,IN,47106,Clark,RFC,MISO
56540,Galena 2 Geothermal Power Plant,Ormat Nevada Inc,12,BT,GEO,13.5,31238,284641,37%,39.373189,-119.764507,NV,89511,Washoe,WECC,NEVP
56541,Galena 3 Geothermal Power Plant,Ormat Nevada Inc,11,BT,GEO,30,129181,1177097,37%,39.388722,-119.748908,NV,89521,Washoe,WECC,NEVP
56542,Kasidaya Creek Hydro,Alaska Power and Telephone Co,11,HY,WAT,3,10606,96643,37%,59.4072,-135.3408,AK,99840,Skagway Hoonah Angoon,ASCC,
56543,Eastridge Wind Project,Eastridge Wind Project,13,WT,WND,10.4,23978,218488,37%,43.9358,-95.9222,MN,56280,Murray,MRO,MISO
