Plant Code,Plant Name,Utility Name,Age of Oldest Unit at Plant in Years,Prime Mover for Generator 1,Energy Source 1 for Generator 1,Nameplate capacity in MW,2018 Net Generation in MWh,2018 Electric Fuel Consumption in MMBtu,Implied 2018 Electrical Efficiency,Latitude,Longitude,State,Zip,County,NERC Region,Balancing Authority Code
56106,Kimball Wind,"Kimball Wind, LLC",1,WT,WND,30,59057,538127,37%,41.2736,-103.6983,NE,69145,Kimball,WECC,WACM
56108,T J Labbe Electric Generating,Lafayette Utilities System,14,GT,NG,100.8,17832,211286,29%,30.2554,-92.0433,LA,70507,Lafayette,SERC,MISO
56111,Brazos Wind Farm,Shell Wind Energy Inc.,16,WT,WND,160,358773,3269141,37%,32.94793,-101.147784,TX,79517,Scurry,TRE,ERCO
56112,Mountain View III,Avangrid Renewables LLC,16,WT,WND,22.4,68955,628317,37%,33.9141,-116.5914,CA,92258,Riverside,WECC,CISO
56113,Tessman Road,EDL Inc,16,IC,LFG,9.8,0,0,0%,29.4289,-98.3433,TX,78219,Bexar,TRE,ERCO
56114,IMEA Highland,City of Highland,23,IC,DFO,3.6,0,0,0%,38.7417,-89.6847,IL,62249,Madison,SERC,MISO
56116,IMEA Flora,Illinois Municipal Elec Agency,19,IC,DFO,9,50,575,30%,38.6658,-88.4625,IL,62839,Clay,SERC,MISO
56117,Flora Site A,City of Flora - (IL),18,IC,DFO,5.4,26,294,30%,38.6693,-88.4635,IL,62839,Clay,SERC,MISO
56118,Flora Site B,City of Flora - (IL),18,IC,DFO,3.6,17,197,29%,38.6714,-88.4894,IL,62839,Clay,SERC,MISO
56119,Middlesex Generating Facility,Middlesex Generating Company LLC,18,CT,LFG,22.5,90575,561895,55%,40.4903,-74.3156,NJ,8872,MIDDLESEX,RFC,PJM
56120,Lee County Landfill,South Carolina Public Service Authority,14,IC,LFG,11.2,23725,419452,19%,34.181042,-80.267777,SC,29010,Lee,SERC,SC
56121,Anderson Regional Landfill,South Carolina Public Service Authority,11,IC,LFG,3.2,2218,28469,27%,34.5739,-82.4621,SC,29627,Anderson,SERC,DUK
56122,Richland County Landfill,South Carolina Public Service Authority,13,GT,LFG,8.9,18058,324347,19%,34.102996,-80.790494,SC,29078,Richland,SERC,SC
56123,Minwind 3-9,"Rock County Energy Center, LLC",15,WT,WND,11.5,0,0,0%,43.6383,-96.391944,MN,56116,Rock,MRO,MISO
56125,Springville Hydroelectric,Calleguas Mun Water District,25,HY,WAT,1,1291,11763,37%,34.2253,-119.0858,CA,93010,Ventura,WECC,CISO
56126,Sub 2 Generating Station,City of Macon - (MO),15,IC,DFO,3.6,0,0,0%,39.7503,-92.5,MO,63552,Macon,SERC,AECI
56127,Macon Energy Center,City of Macon - (MO),16,GT,NG,10,86948,451056,66%,39.748975,-92.384476,MO,63552,Macon,SERC,AECI
56128,Sub 3 Generating Station,City of Macon - (MO),16,IC,DFO,7.2,0,0,0%,39.761389,-92.453333,MO,63552,Macon,SERC,AECI
56129,Thermal Kem,Central Electric Power,16,IC,DFO,2.9,28,318,30%,34.8894,-81.0725,SC,29730,York,SERC,DUK
56130,Cornell Dubilier,South Carolina Public Service Authority,#N/A,#N/A,#N/A,0,0,0,0%,34.815833,-82.698611,SC,29657,Pickens,SERC,SC
56131,Valenite,Central Electric Power,16,IC,DFO,2.9,50,570,30%,34.65724,-83.03832,SC,29693,Oconee,SERC,DUK
56132,Honea Path,Central Electric Power,16,IC,DFO,2.9,49,630,27%,34.44128,-82.3652,SC,29620,Abbeville,SERC,DUK
56134,Regional Wastewater Control Facility,City of Stockton MUD,19,IC,OBG,4.8,7529,113973,23%,37.9369,-121.3294,CA,95206,San Joaquin,WECC,CISO
56135,Ripon Generation Station,Modesto Irrigation District,13,GT,NG,121,24760,286002,30%,37.7315,-121.116,CA,95366,San Joaquin,WECC,BANC
56138,Anderson Erickson,MidAmerican Energy Co,19,IC,DFO,2,8,72,38%,41.6014,-93.5765,IA,50317,Polk,MRO,MISO
56139,Neptune Gas Processing Plant,Enterprise Products Optg LP,15,OT,OTH,4.5,16106,183179,30%,29.7336,-91.4431,LA,70522,St Mary,SERC,MISO
56141,Jamaica Bay Peaking,"Jamaica Bay Peaking Facility, LLC",16,GT,KER,60.5,9476,100260,32%,40.6097,-73.7622,NY,11691,Queens,NPCC,NYIS
56142,"Chanarambie Power Partners, LLC",Allete Clean Energy,16,WT,WND,85.5,211623,1928309,37%,44.011,-96.0446,MN,56151,Murray,MRO,MISO
56143,Riverside Energy Resource Center,City of Riverside - (CA),13,GT,NG,196,86351,934103,32%,33.9636,-117.4528,CA,92504,Riverside,WECC,CISO
56144,Springs Generating Station,City of Riverside - (CA),17,GT,NG,40,465,6530,24%,33.9308,-117.2933,CA,92507,Riverside,WECC,CISO
56146,False Island,Alaska Power and Telephone Co,16,IC,DFO,1.3,1575,15220,35%,55.48918,-133.1345,AK,99919,Prince of Wales Ketchikan,ASCC,
56147,Viking,Alaska Power and Telephone Co,16,IC,DFO,1,0,0,0%,55.540708,-133.102344,AK,99921,Prince of Wales Ketchikan,ASCC,
56148,Ft. Pierre,City of Fort Pierre - (SD),15,IC,DFO,6,33,331,34%,44.368056,-100.380833,SD,57532,Stanley,MRO,SWPP
56149,Seven Mile Creek LFG,Dairyland Power Coop,#N/A,#N/A,#N/A,0,0,0,0%,44.82983,-91.373134,WI,54701,Eau Claire,MRO,MISO
56150,McIntosh Combined Cycle Facility,Georgia Power Co,14,CA,NG,1376.6,9053313,63398240,49%,32.3478,-81.1817,GA,31326,Effingham,SERC,SOCO
56151,South Harper,KCP&L Greater Missouri Operations Co,14,GT,NG,351,38764,491845,27%,38.6803,-94.4824,MO,64701,Cass,MRO,SWPP
56152,Freeport Energy Center,Dow Chemical Co,12,CT,NG,260,1434043,7206122,68%,28.988761,-95.395417,TX,77541,Brazoria,TRE,ERCO
56153,Viking Wind Partners,Allete Clean Energy,16,WT,WND,12,33024,300915,37%,43.983462,-96.011809,MN,56151,Murray,MRO,MISO
56160,"Mendota Hills, LLC","Leeward Asset Management, LLC",16,WT,WND,76.3,30405,277051,37%,41.7194,-89.0492,IL,60553,Lee,RFC,PJM
56162,Ainsworth Wind,Nebraska Public Power District,14,WT,WND,59.4,166509,1517230,37%,42.4489,-99.8917,NE,69210,Brown,MRO,SWPP
56163,Kennecott Power Plant,Kennecott Utah Copper,61,ST,BIT,120.2,193008,1654873,40%,40.7119,-112.1225,UT,84044,Salt Lake,WECC,PACE
56164,Faribault Energy Park,Minnesota Municipal Power Agny,14,CT,NG,334.5,0,0,0%,44.3356,-93.290556,MN,55021,Rice,MRO,MISO
56166,Sheboygan Falls,Wisconsin Power & Light Co,14,GT,NG,346.8,357301,4952094,25%,43.751826,-87.878056,WI,53085,Sheboygan,MRO,MISO
56169,NEO Freehold Gen LLC,NEO Freehold Gen LLC,#N/A,#N/A,#N/A,0,0,0,0%,40.244833,-74.254694,NJ,7728,Monmouth,RFC,PJM
56172,Flying Cloud Power Partners LLC,Avangrid Renewables LLC,16,WT,WND,43.5,121051,1103016,37%,43.3897,-95.2997,IA,51347,Dickinson,MRO,MISO
56173,Colorado Green Holdings LLC,Avangrid Renewables LLC,16,WT,WND,162,305678,2785339,37%,37.7033,-102.6231,CO,81052,Prowers,WECC,PSCO
56174,Moraine Wind LLC,Avangrid Renewables LLC,16,WT,WND,51,142405,1297596,37%,44.0667,-96.0667,MN,56186,Pipestone,MRO,MISO
56177,Nebo Power Station,Utah Associated Mun Power Sys,15,CT,NG,140,433490,3756794,39%,40.0614,-111.7294,UT,84651,Utah,WECC,PACE
56181,Genoa Diesel Generating Station,Village of Genoa - (OH),15,IC,DFO,6,220,4188,18%,41.5092,-83.3606,OH,43430,Ottawa,RFC,PJM
56182,Columbia Flooring Melbourne,Unilin Flooring NC LLC-Columbia Flooring,39,ST,WDS,2,0,0,0%,36.060514,-91.919802,AR,72556,Izard,SERC,MISO
56183,Modular Power LLC,Michigan South Central Power Agency,#N/A,#N/A,#N/A,0,0,0,0%,41.926111,-85.010277,MI,49036,Branch,MRO,
56184,Red Bluff,California Power Holdings LLC,18,IC,NG,46.4,13845,142990,33%,40.1501,-122.2124,CA,96080,Tehama,WECC,CISO
56185,Chowchilla II,California Power Holdings LLC,18,IC,NG,49.6,0,0,0%,37.1073,-120.2485,CA,93610,Madera,WECC,CISO
56188,Pinelawn Power LLC,Pinelawn Power LLC,14,CT,NG,82,162146,1427934,39%,40.736611,-73.388424,NY,11704,Suffolk,NPCC,NYIS
56189,"Waterside Power, LLC","Waterside Power, LLC",15,GT,DFO,69.6,1378,16256,29%,41.0372,-73.5564,CT,6904,Fairfield,NPCC,ISNE
56190,Central Michigan University,Central Michigan University,29,GT,NG,4.8,30507,130191,80%,43.590456,-84.779,MI,48859,Isabella,RFC,MISO
56192,Georgia-Pacific Wauna Mill,Georgia-Pacific Consr Prods LP-Wauna,23,ST,BLQ,36,136851,618244,76%,46.153955,-123.40658,OR,97016,Clatsop,WECC,BPAT
56193,Medford Operation,Boise Cascade Wood Products LLC,63,ST,WDS,8.5,0,0,0%,42.355517,-122.904642,OR,97501,Jackson,WECC,PACW
56194,Dike City Power Plant,City of Dike,14,IC,DFO,2.2,7900,77,35006%,42.4622,-92.6264,IA,50624,Grundy,MRO,MISO
56195,Combine Hills I,Eurus Combine Hills I LLC,16,WT,WND,41,113681,1035860,37%,45.943,-118.591,OR,97862,Umatilla,WECC,PACW
56196,500MW CC,New York Power Authority,14,CA,NG,528,2127987,16273734,45%,40.7889,-73.9069,NY,11105,Queens,NPCC,NYIS
56199,TG Windfarm LLC,TG Windfarm LLC,16,WT,WND,2,4683,42671,37%,43.9897,-96.2236,MN,56164,Pipestone,MRO,MISO
56200,CG Windfarm LLC,CG Windfarm LLC,16,WT,WND,2,2297,20930,37%,43.9931,-96.2186,MN,56186,Pipestone,MRO,MISO
56201,Bisson Windfarm LLC,Bisson Windfarm LLC,16,WT,WND,2,4019,36620,37%,43.984444,-96.219444,MN,56164,Pipestone,MRO,MISO
56202,Tofteland Windfarm LLC,Tofteland Windfarm LLC,16,WT,WND,2,4258,38800,37%,43.980278,-96.223333,MN,56164,Pipestone,MRO,MISO
56203,Westridge Windfarm LLC,Westridge Windfarm LLC,16,WT,WND,2,2447,22298,37%,43.988611,-96.215556,MN,56164,Pipestone,MRO,MISO
56204,Fey Windfarm LLC,Fey Windfarm LLC,16,WT,WND,2,5239,47740,37%,44.0364,-96.0736,MN,56186,Pipestone,MRO,MISO
56205,Windcurrent Farms LLC,Windcurrent Farms LLC,16,WT,WND,2,2053,18708,37%,44.0236,-96.0789,MN,56186,Pipestone,MRO,MISO
56206,K-Brink Windfarm LLC,"K-brink Windfarm, LLC",16,WT,WND,2,5698,51921,37%,44.0197,-96.1183,MN,56186,Pipestone,MRO,MISO
56207,DL Windy Acres LLC,Brewster,16,WT,WND,2,5096,46435,37%,43.651389,-95.368611,MN,56119,Jackson,MRO,MISO
56208,S&P Windfarm LLC,Brewster,16,WT,WND,2,5096,46435,37%,43.651389,-95.3825,MN,56119,Jackson,MRO,MISO
56209,Boeve Windfarm LLC,Boeve Windfarm LLC,16,WT,WND,2,5373,48958,37%,44.05,-96.0933,MN,56186,Pipestone,MRO,MISO
56210,B&K Energy Systems LLC,Brewster,16,WT,WND,2,5096,46435,37%,43.651389,-95.3755,MN,56119,Jackson,MRO,MISO
56211,Sweetwater Wind 1 LLC,"Leeward Asset Management, LLC",16,WT,WND,37.5,141733,1291469,37%,32.3606,-100.3389,TX,79556,Nolan,TRE,ERCO
56212,Sweetwater Wind 2 LLC,"Leeward Asset Management, LLC",14,WT,WND,98.8,366172,3336560,37%,32.3472,-100.3703,TX,79556,Nolan,TRE,ERCO
56213,Patterson Pass,"EDF Renewable Asset Holdings, Inc.",#N/A,#N/A,#N/A,0,0,0,0%,37.701956,-121.613708,CA,95377,Alameda,WECC,CISO
56215,Allendorf,E&E Enterprises LLC,21,WT,WND,3.8,3440,31349,37%,43.4,-95.6333,IA,51354,Osceola,MRO,MISO
56219,Westar Wind,Westar Energy Inc,#N/A,#N/A,#N/A,0,0,0,0%,39.298333,-96.573888,KS,66536,Pottawatomie,MRO,SWPP
56223,Alden Bailey Power Plant,Clatskanie Peoples Util Dist,18,GT,NG,10.9,0,0,0%,46.158402,-123.40596,OR,97016,Clatsop,WECC,BPAT
56224,TS Power Plant,"Newmont Nevada Energy Investment, LLC",11,ST,SUB,242,1045367,11056535,32%,40.7461,-116.5297,NV,89820,Eureka,WECC,NEVP
56225,Aeolus Wind Facility,Aeolus Wind LLC,16,WT,WND,3,3099,28240,37%,36.4725,-101.3278,TX,79081,Hansford,MRO,SWPP
56226,Bowling Green Wind,"American Mun Power-Ohio, Inc",15,WT,WND,7.2,11214,102181,37%,41.3786,-83.7383,OH,43402,Wood,RFC,PJM
56227,Port Westward,Portland General Electric Co,12,CT,NG,483,2500920,17650063,48%,46.17894,-123.172039,OR,97016,Columbia,WECC,PGE
56228,Prescott Airport,Arizona Public Service Co,17,PV,SUN,2.1,5542,50498,37%,34.6584,-112.4008,AZ,86301,Yavapai,WECC,AZPS
56229,Cogeneration 1,University of Arizona,17,CS,NG,9,56089,252943,76%,32.229922,-110.952797,AZ,85721,Pima,WECC,TEPC
56231,Emory Hillandale Hospital,DeKalb Regional Health System,14,IC,DFO,1.6,4,77,18%,33.7036,-84.1494,GA,30058,DeKalb,SERC,SOCO
56232,Miramar Energy Facility,San Diego Gas & Electric Co,14,GT,NG,106,92448,929471,34%,32.8769,-117.166389,CA,92121,San Diego,WECC,CISO
56233,EG178 Facility,Kinder Morgan Production Company LP,14,CT,NG,153.9,786480,6001009,45%,32.747058,-100.954661,TX,79549,Scurry,TRE,ERCO
56234,Caithness Long Island Energy Center,"Caithness Long Island, LLC",10,CT,NG,348.9,2477229,18368666,46%,40.8142,-72.9403,NY,11980,Suffolk,NPCC,NYIS
56237,Lake Side Power Plant,PacifiCorp,12,CT,NG,1385,4861169,35722568,46%,40.331667,-111.754167,UT,84058,Utah,WECC,PACE
56238,Groton Generating Station,Basin Electric Power Coop,13,GT,NG,188.5,122106,1199613,35%,45.3735,-98.098689,SD,57445,Brown,MRO,SWPP
56239,Malaga Power LLC,"Calpeak Operating Services, LLC",14,GT,NG,121,27660,287868,33%,36.6697,-119.7404,CA,93725,Fresno,WECC,CISO
56240,Buffalo Gap Wind Farm,AES Wind Generation Inc,13,WT,WND,120.6,353033,3216837,37%,32.311556,-100.061589,TX,79536,Taylor,TRE,ERCO
56241,Cannon Falls Energy Center,Invenergy Services LLC,11,GT,NG,346.8,114048,1290051,30%,44.536688,-92.915528,MN,55009,Goodhue,MRO,MISO
56242,Kindred School,Kindred Public School,18,IC,DFO,2,142,616,79%,46.64974,-97.00953,ND,58051,Cass,MRO,MISO
56243,Perham Incinerator,Prairie Lakes Municipal Solid Waste Auth,#N/A,#N/A,#N/A,0,0,0,0%,46.591456,-95.564825,MN,56573,Otter Tail,MRO,MISO
56244,State Auto Insurance,"State Auto Insurance, Inc.",18,IC,DFO,1.7,78,277,97%,45.220717,-96.616781,SD,57252,Grant,MRO,MISO
56245,Stevens Community Medical Center,Stevens Community Medical Center,15,IC,DFO,1,31,291,36%,45.585,-95.9042,MN,56267,Stevens,MRO,MISO
56247,West Group Data Center F,Thomson Corp,15,IC,DFO,8,137,1453,32%,44.8283,-93.1167,MN,55123,Dakota,MRO,MISO
56248,Shell Chemical,Air Liquide America Corp,17,GT,NG,80,559232,2584546,74%,30.187508,-90.983963,LA,70734,Ascension,SERC,MISO
56249,Anson County Generation Facility,North Carolina El Member Corp,12,GT,NG,343.8,394528,4206364,32%,34.968651,-79.921738,NC,28091,Anson,SERC,CPLE
56250,Ontario LFGTE,Seneca Energy II,16,IC,LFG,11.2,71686,896415,27%,42.8586,-77.0872,NY,14561,Ontario,NPCC,NYIS
56251,Intrepid,MidAmerican Energy Co,15,WT,WND,175.5,488239,4448833,37%,42.5539,-95.3283,IA,51053,Buena Vista,MRO,MISO
56252,Century,MidAmerican Energy Co,14,WT,WND,200,529756,4827137,37%,42.5644,-93.6369,IA,50034,Hamilton,MRO,MISO
56253,Millcreek Power Generation,City of St George,13,GT,NG,80,111468,895940,42%,37.112092,-113.516581,UT,84790,Washington,WECC,PACE
56255,Hopkins Ridge Wind,Puget Sound Energy Inc,14,WT,WND,156.6,408658,3723691,37%,46.4211,-117.8331,WA,99328,Columbia,WECC,BPAT
56256,"John Street 1, 3, 4 & 5",Connecticut Mun Elec Engy Coop,#N/A,#N/A,#N/A,0,0,0,0%,41.4458,-72.8364,CT,6492,New Haven,NPCC,ISNE
56258,Kapaia Power Station,Kauai Island Utility Cooperative,17,GT,OTH,39.1,192263,1725765,38%,21.996451,-159.375803,HI,96766,Kauai,HICC,
56259,Empire Generating Co LLC,Empire Generating Co LLC,9,CT,NG,653.7,2184696,16221382,46%,42.625239,-73.750021,NY,12144,Rensselaer,NPCC,NYIS
56260,"High Point, Pump Station Rd",North Carolina Mun Power Agny #1,14,IC,DFO,3.6,52,1297,14%,35.9861,-79.9497,NC,27260,Guilford,SERC,DUK
56261,Lexington,North Carolina Mun Power Agny #1,14,IC,DFO,3.6,-60,98,-209%,35.7736,-80.2594,NC,27292,Davidson,SERC,DUK
56262,"Gastonia, Tulip Drive",North Carolina Mun Power Agny #1,14,IC,DFO,5.4,32,1482,7%,35.28914,-81.205219,NC,28052,Gaston,SERC,DUK
56263,Albemarle Prime Power Park,North Carolina Mun Power Agny #1,13,IC,DFO,3.6,78,1531,17%,35.407208,-80.151849,NC,28127,Stanly,SERC,DUK
56265,South Fork,Alaska Power and Telephone Co,14,HY,WAT,2,4146,37778,37%,55.563333,-132.891111,AK,99925,Prince of Wales Ketchikan,ASCC,
56266,WPPI Hartford DG,WPPI Energy,14,IC,DFO,1.1,8,83,33%,43.3358,-88.4097,WI,53027,Washington,MRO,MISO
56269,IBM West,Rochester Public Utilities,14,IC,DFO,3.6,75,795,32%,44.0587,-92.5119,MN,55901,Olmsted,MRO,MISO
56270,Callahan Divide Wind Energy Center,"FPL Energy Callahan Wind, LLC",14,WT,WND,114,422634,3851043,37%,32.303889,-100.021667,TX,79562,Taylor,TRE,ERCO
56271,Diablo Winds LLC,GlidePath Power Operations LLC,15,WT,WND,18,63301,576799,37%,37.763653,-121.614392,CA,94550,Alameda,WECC,CISO
56273,Weatherford Wind Energy Center,"FPL Energy Weatherford, LLC",14,WT,WND,147,556261,5068650,37%,35.5094,-98.7346,OK,73906,Custer,MRO,SWPP
56274,Valley Queen Cheese,"Valley Queen Cheese Factory, Inc.",17,IC,DFO,4.5,25,249,34%,45.221111,-96.637222,SD,57252,Grant,MRO,MISO
56275,Helzel & Schwarzhoff 86,Wind Stream Operations LLC,33,WT,WND,2.4,0,0,0%,35.0925,-118.3952,CA,93561,Kern,WECC,CISO
56276,ZCO,Wind Stream Operations LLC,34,WT,WND,1.6,1877,17101,37%,35.0772,-118.3811,CA,93561,Kern,WECC,CISO
56277,Bavarian LFGTE,"East Kentucky Power Coop, Inc",16,IC,LFG,4.8,33081,430505,26%,38.8608,-84.6556,KY,41094,Boone,SERC,PJM
56278,Green Valley LFGTE,"East Kentucky Power Coop, Inc",16,IC,LFG,2.4,13374,162503,28%,38.396737,-82.808819,KY,41102,Greenup,SERC,PJM
56279,Laurel Ridge LFGTE,"East Kentucky Power Coop, Inc",16,IC,LFG,4,23001,272503,29%,37.035,-84.0933,KY,40740,Laurel,SERC,PJM
56280,Hardin County LFGTE,"East Kentucky Power Coop, Inc",13,IC,LFG,2.4,4732,61002,26%,37.7258,-85.7258,KY,42701,Hardin,SERC,PJM
56283,Hargis-Hebert Electric Generating,Lafayette Utilities System,13,GT,NG,100.8,29451,352200,29%,30.1694,-91.9923,LA,70508,Lafayette,SERC,MISO
56284,Santa Maria EPG,Phillips 66 Company,24,ST,OG,5.5,1274,28772,15%,35.040833,-120.636667,CA,93420,San Luis Obispo,WECC,CISO
56288,Salem Water Plant,City of Salem - (VA),16,IC,DFO,2,115,1110,35%,37.2875,-80.0771,VA,24153,Salem City,RFC,PJM
56289,Salem Street Dept,City of Salem - (VA),14,IC,DFO,1.8,120,1230,33%,37.2794,-80.0447,VA,24153,Salem City,RFC,PJM
56290,Maple Ridge Wind Farm,"Flat Rock Windpower, LLC",14,WT,WND,322,739631,6739518,37%,43.7853,-75.5753,NY,13367,Lewis,NPCC,NYIS
56291,Horse Hollow Wind Energy Center,FPL Energy Horse Hollow LLC,14,WT,WND,735.5,2440172,22234848,37%,32.214024,-100.05712,TX,79566,Taylor,TRE,ERCO
56292,Hamlet Generating Facility,North Carolina El Member Corp,12,GT,NG,343.8,167245,1791411,32%,34.842311,-79.736087,NC,28345,Richmond,SERC,CPLE
56293,Caprock Wind Farm,"Leeward Asset Management, LLC",15,WT,WND,80,330326,3009931,37%,34.980556,-103.353889,NM,88434,Quay,WECC,SWPP
56294,Bayway Refinery,Phillips 66,52,OT,WH,11.2,24634,224464,37%,40.637554,-74.221219,NJ,7036,Union,RFC,PJM
56295,Kumeyaay Wind,"Leeward Asset Management, LLC",14,WT,WND,50,155655,1418328,37%,32.705556,-116.3425,CA,91906,San Diego,WECC,CISO
56296,Trimont Area Wind Farm,Avangrid Renewables LLC,14,WT,WND,100.5,286622,2611699,37%,43.7938,-94.8499,MN,56172,Martin,MRO,MISO
56297,Crescent Ridge,"Leeward Asset Management, LLC",14,WT,WND,53,142699,1300273,37%,41.25,-89.5708,IL,61368,Bureau,RFC,PJM
56298,Roseville Energy Park,City of Roseville - (CA),12,CT,NG,164,247650,2220150,38%,38.7928,-121.3811,CA,95678,Placer,WECC,BANC
56299,Wind Park Bear Creek,"Leeward Asset Management, LLC",13,WT,WND,24,68727,626241,37%,41.235278,-75.753056,PA,18702,Luzerne,RFC,PJM
56300,Jersey-Atlantic Wind Farm,"Leeward Asset Management, LLC",13,WT,WND,7.5,21461,195553,37%,39.382222,-74.4475,NJ,8401,Atlantic,RFC,PJM
56301,Wolverine Creek,Invenergy Services LLC,13,WT,WND,64.5,171358,1561415,37%,43.4195,-111.8294,ID,83401,Bonneville,WECC,PACE
56302,Oasis Wind,"EDF Renewable Asset Holdings, Inc.",15,WT,WND,59,171892,1566280,37%,35.06094,-118.292406,CA,93501,Kern,WECC,CISO
56303,Elk River Wind,Avangrid Renewables LLC,14,WT,WND,150,450118,4101477,37%,37.5797,-96.5503,KS,67072,Butler,SPP,SWPP
56304,San Juan Mesa Wind Project LLC,NRG Energy Gas & Wind Holdings Inc,14,WT,WND,120,407054,3709076,37%,33.9716,-103.8604,NM,88116,Roosevelt,MRO,SWPP
56305,San Francisco Electric Reliability Proj,City & County of San Francisco,#N/A,#N/A,#N/A,0,0,0,0%,37.785556,-122.383611,CA,94158,San Francisco,WECC,CISO
56306,San Francisco Intl Airport Ct Project,City & County of San Francisco,#N/A,#N/A,#N/A,0,0,0,0%,37.635833,-122.383888,CA,94102,San Mateo,WECC,CISO
56307,Adams Wind Farm,Consolidated Edison Development Inc.,16,WT,WND,24,47270,430724,37%,43.554778,-92.724139,MN,55909,Mower,MRO,MISO
56308,Fossil Gulch,Greenbacker Renewable Energy Corporation,14,WT,WND,10.5,26234,239044,37%,42.858056,-114.949444,ID,83332,Gooding,WECC,IPCO
56309,Trigen St. Louis,Ashley Energy LLC,20,CS,NG,38,50605,234793,74%,38.6359,-90.1809,MO,63102,St Louis,SERC,MISO
56311,Sweetwater Wind 3 LLC,"Leeward Asset Management, LLC",14,WT,WND,135,431476,3931609,37%,32.290833,-100.4219,TX,79556,Nolan,TRE,ERCO
56312,Shute Creek Facility,Exxon Mobil Production Co,14,GT,OG,144,848223,5583468,52%,41.8805,-110.0904,WY,83101,Lincoln,WECC,PACE
56313,Coleman Falls,Holcomb Rock Company,36,HY,WAT,1.5,0,0,0%,37.5035,-79.3006,VA,24536,Bedford,RFC,PJM
56314,Holcomb Rock,Holcomb Rock Company,99,HY,WAT,1.8,0,0,0%,37.5035,-79.3006,VA,24503,Lynchburg City,RFC,PJM
56317,Raft River Geothermal Power Plant,US Geothermal Inc.,11,BT,GEO,18,83112,757316,37%,42.099417,-113.38245,ID,83342,Cassia,WECC,BPAT
56319,Wygen 2,"Black Hills Power, Inc. d/b/a",11,ST,SUB,95,769549,9193693,29%,44.2919,-105.3811,WY,82718,Campbell,WECC,WACM
56320,Spring Canyon,Invenergy Services LLC,13,WT,WND,60,177387,1616352,37%,40.983,-102.9647,CO,80747,Logan,WECC,PSCO
56321,Richard Burdette Geothermal,Ormat Nevada Inc,14,BT,GEO,30,134394,1224598,37%,39.390843,-119.754593,NV,89521,Washoe,WECC,NEVP
56322,Wild Horse,Puget Sound Energy Inc,13,WT,WND,273.1,639178,5824190,37%,47.036269,-120.206494,WA,98926,Kittitas,WECC,PSEI
56323,Modern Innovative Energy LLC,Innovative Energy Systems Inc,13,IC,LFG,6.4,19987,220594,31%,43.2094,-78.9836,NY,14174,Niagara,NPCC,NYIS
56324,Colonie LFGTE Facility,Innovative Energy Systems Inc,13,IC,LFG,6.4,34524,372111,32%,42.803325,-73.726741,NY,12047,Albany,NPCC,NYIS
56325,Delta Power,Golden Valley Elec Assn Inc,43,GT,DFO,23.1,-176,0,0%,64.028056,-145.719444,AK,99737,Southeast Fairbanks,ASCC,
56326,Mustang Station Unit 4,"Golden Spread Electric Cooperative, Inc",13,GT,NG,510,851420,9695743,30%,32.974554,-102.743607,TX,79323,Yoakum,MRO,SWPP
56327,Pendleton County LFGTE,"East Kentucky Power Coop, Inc",12,IC,LFG,3.2,13507,183004,25%,38.734218,-84.405901,KY,41006,Pendleton,SERC,PJM
56328,Harry D Mattison Gas Plant,Southwestern Electric Power Co,12,GT,NG,349,48955,582309,29%,36.1855,-94.2841,AR,72770,Washington,MRO,SWPP
56329,Campbell Industrial Park,Hawaiian Electric Co Inc,10,GT,OBL,113,34207,585220,20%,21.3025,-158.101667,HI,96707,Honolulu,HICC,
56330,Ewa Nui Substation DG,Hawaiian Electric Co Inc,#N/A,#N/A,#N/A,0,0,0,0%,21.3756,-158.0478,HI,96797,Honolulu,HICC,
56331,Iwilei Tank Farm DG,Hawaiian Electric Co Inc,#N/A,#N/A,#N/A,0,0,0,0%,21.3169,-157.8764,HI,96813,Honolulu,HICC,
56332,Helemano Substation DG,Hawaiian Electric Co Inc,#N/A,#N/A,#N/A,0,0,0,0%,21.5292,-158.0458,HI,96786,Honolulu,HICC,
56333,Gauley River Power Partners,Gauley River Power Partners LP,18,HY,WAT,80,290062,2643044,37%,38.21921,-80.89061,WV,26651,Nicholas,RFC,PJM
56335,Blue Canyon Windpower II,Blue Canyon Windpower II LLC,14,WT,WND,151,495517,4515151,37%,34.8661,-98.6056,OK,73015,Comanche,MRO,SWPP
56336,Aragonne Wind LLC,"Leeward Asset Management, LLC",13,WT,WND,90,264206,2407445,37%,34.8147,-105.0108,NM,88435,Guadalupe,WECC,PNM
56337,Sweetwater Wind 4 LLC,"Leeward Asset Management, LLC",12,WT,WND,241,694820,6331200,37%,32.3122,-100.5303,TX,79545,Nolan,TRE,ERCO
56338,High Trail Wind Farm LLC,High Trail Wind Farm LLC,12,WT,WND,198,527035,4802343,37%,40.4792,-88.7989,IL,61737,McLean,RFC,PJM
56339,Albemarle Hospital Unit,North Carolina Mun Power Agny #1,13,IC,DFO,1.8,66,820,27%,35.3636,-80.1939,NC,28001,Stanly,SERC,DUK
56340,Cherryville City Hall,North Carolina Mun Power Agny #1,13,IC,DFO,1.8,34,682,17%,35.3778,-81.38,NC,28021,Gaston,SERC,DUK
56341,Lincolnton High School,North Carolina Mun Power Agny #1,13,IC,DFO,1.8,36,706,17%,35.477415,-81.262259,NC,28092,Lincoln,SERC,DUK
